"Root","Relative","FullName","Extension","Length"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\struggle.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\struggle.ogg",".ogg","39972"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-01.ogg",".ogg","359004"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-02.ogg",".ogg","349769"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-03.ogg",".ogg","354424"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-04.ogg",".ogg","356606"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-05.ogg",".ogg","335114"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-06.ogg",".ogg","357392"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-01.ogg",".ogg","86224"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-02.ogg",".ogg","86363"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-03.ogg",".ogg","87237"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-04.ogg",".ogg","86844"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-05.ogg",".ogg","85960"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-300-sup-06.ogg",".ogg","86565"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-01.ogg",".ogg","65656"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-02.ogg",".ogg","63775"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-03.ogg",".ogg","64715"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-04.ogg",".ogg","65452"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-05.ogg",".ogg","64447"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\aw_placeholders\338\fire-sup-06.ogg",".ogg","65451"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\coltds\fire.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\coltds\fire.ogg",".ogg","146429"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\coltds\fire_dist.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\coltds\fire_dist.ogg",".ogg","147039"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\close.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\close.ogg",".ogg","23598"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\eject.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\eject.ogg",".ogg","21482"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\fire-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\fire-01.ogg",".ogg","63563"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\fire-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\fire-02.ogg",".ogg","61581"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\fire-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\fire-03.ogg",".ogg","62648"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\fire-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\fire-04.ogg",".ogg","62972"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\fire-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\fire-05.ogg",".ogg","63861"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\fire-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\fire-06.ogg",".ogg","63508"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\grab.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\grab.ogg",".ogg","17739"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\mech-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\mech-01.ogg",".ogg","26677"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\mech-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\mech-02.ogg",".ogg","27829"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\mech-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\mech-03.ogg",".ogg","28251"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\mech-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\mech-04.ogg",".ogg","28510"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\mech-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\mech-05.ogg",".ogg","31115"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\mech-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\mech-06.ogg",".ogg","28181"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\open.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\open.ogg",".ogg","23631"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\shell-fall-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\shell-fall-01.ogg",".ogg","53189"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\shell-fall-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\shell-fall-02.ogg",".ogg","44111"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\shell-fall-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\shell-fall-03.ogg",".ogg","44933"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\shell-fall-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\shell-fall-04.ogg",".ogg","45577"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\shoulder.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\shoulder.ogg",".ogg","19485"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\dbs\struggle.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\dbs\struggle.ogg",".ogg","19939"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\chamber.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\chamber.ogg",".ogg","29609"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\dryfire.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\dryfire.ogg",".ogg","19458"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-01.ogg",".ogg","98428"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-02.ogg",".ogg","96864"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-03.ogg",".ogg","97672"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-04.ogg",".ogg","97650"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-05.ogg",".ogg","97220"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-06.ogg",".ogg","96780"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-410-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-410-01.ogg",".ogg","59614"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-410-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-410-02.ogg",".ogg","60424"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-410-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-410-03.ogg",".ogg","61154"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-410-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-410-04.ogg",".ogg","59085"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-410-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-410-05.ogg",".ogg","59765"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire-410-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire-410-06.ogg",".ogg","60383"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire.ogg",".ogg","52208"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire_357_1.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire_357_1.ogg",".ogg","45691"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire_357_2.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire_357_2.ogg",".ogg","45726"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire_dist.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire_dist.ogg",".ogg","279758"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire_dist_old.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire_dist_old.ogg",".ogg","68473"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire_sup.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire_sup.ogg",".ogg","36846"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\fire_sup_dist.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\fire_sup_dist.ogg",".ogg","45838"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\magin.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\magin.ogg",".ogg","21497"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\magin_miss.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\magin_miss.ogg",".ogg","30752"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\magin_old.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\magin_old.ogg",".ogg","53651"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\magout.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\magout.ogg",".ogg","23709"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\magout_old.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\magout_old.ogg",".ogg","27947"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech-01.ogg",".ogg","21565"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech-02.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech-02.ogg",".ogg","21565"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech-03.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech-03.ogg",".ogg","22771"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech-04.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech-04.ogg",".ogg","20475"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech-05.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech-05.ogg",".ogg","22771"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech-06.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech-06.ogg",".ogg","21565"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech.ogg",".ogg","9222"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\mech_last.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\mech_last.ogg",".ogg","17901"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\rack1.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\rack1.ogg",".ogg","10122"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\rack2.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\rack2.ogg",".ogg","12281"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\slidepull.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\slidepull.ogg",".ogg","10419"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\deagle\unjam.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\deagle\unjam.ogg",".ogg","26740"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\chamber.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\chamber.ogg",".ogg","25039"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\chback.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\chback.ogg",".ogg","24256"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\chbackold.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\chbackold.ogg",".ogg","25581"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\chlock.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\chlock.ogg",".ogg","16423"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\chlockold.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\chlockold.ogg",".ogg","43390"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\chslap.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\chslap.ogg",".ogg","70778"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\dryfire.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\dryfire.ogg",".ogg","13668"
"C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2","sound\weapons\arccw_ur\g3\fire-01.ogg","C:\Program Files (x86)\Steam\steamapps\workshop\content\4000\3657897364\Z-City Content 2\sound\weapons\arccw_ur\g3\fire-01.ogg",".ogg","55675"
